"","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","den","pro","chla","sum_bw5","red_bw1","green_bw1","blue_bw1","sum_bw1","red_bw2","green_bw2","blue_bw2","sum_bw2","red_bw3","green_bw3","blue_bw3","sum_bw3","red_bw4","green_bw4","blue_bw4","sum_bw4","red_bw5","green_bw5","blue_bw5","rate","carb(mg/cm2)_avg","lipid(mg/cm2)_avg","count","offset"
"170","CNAC1","280_31_2","311_31",311,31,"T90","N","A","C","280","31","AC_N",8.864,6043184.946,0.31,164.792,153.9,96.9,63,8.2,168.1,59.6,32.1,10.2,101.9,69,40.2,8.9,118.1,74.4,44.3,13.4,132.1,90.7,52,11.2,0.936,1.179811153,0.556131229,"3306667",1.805
"171","CNAC12","400_28_2","447_28",447,28,"T90","N","A","C","400","28","AC_N",6.932,4475498.918,0.589,106,169.6,NA,NA,NA,NA,78.8,45.5,15,139.3,101.3,66.2,22.7,190.2,60.3,34.6,14.8,109.7,87.9,54.5,27.2,1.129,1.369044391,0.129286572,"2926667",1.515
"172","CNAC2","280_28_2","288_28",288,28,"T90","N","A","C","280","28","AC_N",11.649,6337917.418,0.275,55.548,230.3,126.7,91.1,13.9,231.7,78.5,52.2,10.5,141.2,73.2,43.2,15.1,131.5,79.2,45.6,14.5,139.3,125,82.7,22.6,-0.045,1.105753094,0.094934623,"13184000",0.472
"173","CNAC3","400_31_2","405_31",405,31,"T90","N","A","C","400","31","AC_N",8.534,4016248.096,0.404,42.739,291.3,121.2,86.2,14.7,222.1,79.6,49.8,10.1,139.5,111.3,73.6,14.6,199.5,76.2,45.6,11,132.8,148.8,105.2,37.3,0.538,1.665821071,0.304035381,"5193333",0.762
"174","CNAC5","700_31_2","701_31",701,31,"T90","N","A","C","700","31","AC_N",9.56,11201255.23,0.122,94.65,537.5,133,94,16.4,243.4,102,69.9,19.9,191.8,114.1,74.8,22.6,211.5,176.9,137,65.8,379.7,221.2,183.6,132.7,-0.009,0.656680212,0.209647969,"14090000",0.785
"175","CNAC6","700_28_2","673_28",673,28,"T90","N","A","C","700","28","AC_N",10.235,2880797.29,0.098,14.221,541.8,120,83.9,12.4,216.3,81,51.6,13.3,145.9,125.1,81,30.5,236.6,149.2,121.3,56.8,327.3,224,195.2,122.6,-0.237,0.473116079,0.100269208,"3640000",0.782
"176","CNAC8","2800_28_2","3285_28",3285,28,"T90","N","A","C","2800","28","AC_N",10.829,11987810.51,0.087,27.853,425.4,166.1,127.7,21.1,314.9,81.5,50.7,10,142.2,81.9,51.4,24.3,157.6,172.5,140,78.7,391.2,180.1,154,91.3,-0.513,0.401492764,0.187066501,"16026667",0.739
"177","CNAC9","400_28","447_28",447,28,"T0","N","A","C","T0","T0","AC_N",9.716333333,1358743.01,0.27,79.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950007658,0.089511833,"2357500",0.566
"178","CNAD10","280_28_2","288_28",288,28,"T90","N","A","D","280","28","AD_N",11.882,8140320.364,0.109,51.358,456.1,105.2,63,4.6,172.8,190.7,162.1,94.5,447.3,209.2,180.4,101.7,491.3,227.9,209.3,130.2,567.4,184.6,166.7,104.8,-0.478,0.468527916,0.053005147,"17272500",0.463
"179","CNAD12","400_28","447_28",447,28,"T0","N","A","D","T0","T0","AD_N",10.35566667,856213.9891,0.117,3.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56932635,0.082018976,"1583333",0.531
"180","CNAD3","400_31_2","405_31",405,31,"T90","N","A","D","400","31","AD_N",12.839,3103120.619,0.09,27.453,154.8,164.4,130.7,25.5,320.6,161,130,59.7,350.7,141.2,90.7,32.4,264.3,83.8,54.8,25,163.6,72,57,25.8,0.314,0.318267399,0.075164294,"6036667",0.506
"181","CNAD5","700_31_2","701_31",701,31,"T90","N","A","D","700","31","AD_N",12.119,1501499.024,0.059,143.251,287.7,176.3,141.6,31.9,349.8,197.4,170.8,95.1,463.3,181,156.7,99.5,437.2,151.7,132.9,62.5,347.1,128.5,112.1,47.1,-0.109,0.292675637,0.135928012,"1716667",0.866
"182","CNAD6","700_28_2","673_28",673,28,"T90","N","A","D","700","28","AD_N",11.062,1078318.517,0.068,26.633,418.9,171.5,139.6,38.2,349.3,127,87.8,17.2,232,156.6,121.8,49.4,327.8,144.9,120.3,56.4,321.6,171.3,153.4,94.2,-0.535,0.359251324,0.051111536,"2130000",0.497
"183","CNAD7","2800_31_2","3309_31",3309,31,"T90","N","A","D","2800","31","AD_N",12.793,2913961.124,0.068,27.416,299,164.9,132.1,31.7,328.7,168.8,135.2,58,362,208.7,190.1,111.3,510.1,NA,NA,NA,NA,129.3,117.2,52.5,-0.729,0.38552149,0.091840473,"6656667",0.43
"184","CNAD8","2800_28_2","3285_28",3285,28,"T90","N","A","D","2800","28","AD_N",9.482,809112.0017,0.075,32.18,464.4,183.6,151.6,46.8,382,145.6,117.6,54.5,317.7,153.8,117.1,38.6,309.5,189.8,157,79.8,426.6,187.2,168,109.2,-1.068,0.368570922,0.149582628,"1370000",0.58
"185","CNAD9","400_28_2","447_28",447,28,"T90","N","A","D","400","28","AD_N",12.847,650718.6965,0.109,8.845,599.8,NA,NA,NA,NA,205.7,181.4,113.1,500.2,209.6,174.9,82.3,466.8,189,157.8,76,422.8,235.8,216.4,147.6,-0.851,0.369486434,0.042117422,"1266667",0.506
"186","CNAE11","400_28_3","447_28",447,28,"T90","N","A","E","400","28","AE_N",9.245,2453994.808,0.349,65.248,286.3,NA,NA,NA,NA,138.6,95.8,24.9,259.3,111.4,71.1,15.4,197.9,89.7,52.4,20.3,162.4,146.1,105.6,34.6,-0.174,1.400424754,0.280117813,"2363333",1.028
"187","CNAE2","280_28_3","288_28",288,28,"T90","N","A","E","280","28","AE_N",8.297,4805650.303,0.271,145.836,311.7,198.8,170.5,40,409.3,232.2,209.1,122.7,564,175.9,133.3,53.3,362.5,97.3,58.4,17.9,173.6,156.4,115.9,39.4,-0.344,1.043531961,0.261546814,"4153333",1.145
"188","CNAE5","700_31_3","701_31",701,31,"T90","N","A","E","700","31","AE_N",9.883,3407245.008,0.093,120.838,265.3,99.7,70.2,5.3,175.2,139,99.4,23.5,261.9,153.6,111.5,30.7,295.8,196.9,167.1,72.8,436.8,125.1,106.8,33.4,-0.05,0.544042183,0.200636059,"3176667",1.062
"189","CNAE6","700_28_3","673_28",673,28,"T90","N","A","E","700","28","AE_N",9.108,1959414.456,0.336,76.818,198.4,129.9,97.8,9.4,237.1,131.3,104.7,44.3,280.3,94.6,62.5,19.7,176.8,67.8,36.1,13.7,117.6,109.6,69.3,19.5,-0.042,1.103879179,0.063102467,"2203333",0.878
"190","CNAE7","2800_31_3","3309_31",3309,31,"T90","N","A","E","2800","31","AE_N",7.256,2423262.437,0.017,39.875,147.5,204.1,176.2,52.8,433.1,135,76,12,223,169.8,159.7,77.5,407,213.8,205.3,119.5,538.6,68.7,57.6,21.2,-0.657,0.316422708,0.110939853,"3140000",0.758
"191","CNAE8","2800_28_3","3285_28",3285,28,"T90","N","A","E","2800","28","AE_N",7.201,4702309.864,0.054,24.352,227.7,206,172.5,48.7,427.2,201.2,183.4,85.2,469.8,206.4,188.1,100.8,495.3,161.3,142.4,63.4,367.1,99.6,88.9,39.2,-1.433,0.629838912,0.161610104,"6046667",0.764
"192","CNAE9","400_28","447_28",447,28,"T0","N","A","E","T0","T0","AE_N",9.664,1705660.182,0.44,17.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.333993209,0.069598787,"2035000",0.828
"193","CNAF1","280_31_3","311_31",311,31,"T90","N","A","F","280","31","AF_N",13.161,8017031.122,0.284,201.193,120.3,98.3,64.2,0.3,162.8,62.3,39.7,8.3,110.3,90.1,63.7,10.4,164.2,95.2,60.5,9.6,165.3,72.4,42.3,5.6,1.286,1.056878591,0.330631771,"6356250",1.254
"194","CNAF10","400_28_3","447_28",447,28,"T90","N","A","F","400","28","AF_N",7.282,4028885.328,0.343,92.958,160.7,NA,NA,NA,NA,NA,NA,NA,NA,100.1,64.7,17.4,182.2,61.6,35.9,14.8,112.3,94.5,57.5,8.7,0.524,1.007612141,0.160705344,"4445000",0.893
"195","CNAF11","2800_28_3","3285_28",3285,28,"T90","N","A","F","2800","28","AF_N",13.133,527336.413,0.152,15.222,423.9,148.9,114.3,14,277.2,109.2,81.8,16.7,207.7,132.3,99.2,31.4,262.9,107.2,74.2,10.4,191.8,197.4,164.2,62.3,-0.083,0.749080332,0.221324125,"653333",0.8
"196","CNAF5","700_31_3","701_31",701,31,"T90","N","A","F","700","31","AF_N",11.216,739174.3692,0.104,30.645,523.8,121.7,88.8,4.7,215.2,82.2,55.5,9.1,146.8,101.6,67.8,9.3,178.7,120.5,84.6,16.6,221.7,225.1,206.9,91.8,0.224,0.70310108,0.377226586,"443333",1.649
"197","CNAF6","700_28_3","673_28",673,28,"T90","N","A","F","700","28","AF_N",12.997,6973506.707,0.275,42.636,392.1,146.1,110.6,14.8,271.5,95.9,68.6,6.1,170.6,62.3,38.9,9.5,110.7,118.4,85.4,30.6,234.4,192.4,155.8,43.9,0.655,0.85940171,0.249904944,"7813333",0.885
"198","CNAF7","2800_31_3","3309_31",3309,31,"T90","N","A","F","2800","31","AF_N",10.895,2003686.819,0.028,23.339,290,166.7,132.6,9.6,308.9,117.8,88.4,11.4,217.6,172.8,153.5,63.1,389.4,182.2,162.6,70.4,415.2,124.9,115.4,49.7,-0.713,0.255677325,0.119462545,"2695000",0.734
"199","CNAF9","400_28","447_28",447,28,"T0","N","A","F","T0","T0","AF_N",10.11366667,2440460.103,0.358,41.787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.569155731,0.075926834,"4407500",0.544
"200","CNPA1","400_28_1","447_28",447,28,"T90","N","P","A","400","28","PA_N",9.378,696737.0441,0.116,62.642,174,NA,NA,NA,NA,195.6,160.7,75.05,431.35,200.75,169.45,84.05,454.25,120.6,82.4,22.4,225.4,98.75,58.4,16.85,0.192,0.392744016,0.357290237,"403333",1.706
"201","CNPA13","700_28_1","673_28",673,28,"T90","N","P","A","700","28","PA_N",10.623,1419767.807,0.104,54.638,216.9,179,134.85,18.05,331.9,147.3,104.25,12.9,264.45,134.65,93.6,15.1,243.35,148.7,107.65,27.45,283.8,123,80.85,13.05,-0.073,0.532566012,0.449720915,"746667",1.883
"202","CNPA2","280_28_1","288_28",288,28,"T90","N","P","A","280","28","PA_N",10.66,6183771.107,0.938,111.862,52.88333333,118.85,81.55,5,205.4,132.6,96,23.9,252.5,105.85,71.55,17,194.4,79.3,46.55,11.95,137.8,87.8,52.85,18,2.261,0.89310526,0.574093148,"3832500",1.595
"203","CNPA6","2800_28_1","3285_28",3285,28,"T90","N","P","A","2800","28","PA_N",13.452,1727072.234,0.357,104.812,162.6,178.85,144.3,41.4,364.55,122.65,86.75,18.8,228.2,122.9,84.25,19.75,226.9,107.45,70.65,26.55,204.65,88.9,57.4,16.3,0.097,0.523778827,0.177114818,"3520000",0.483
"204","CNPA9","400_28","447_28",447,28,"T0","N","P","A","T0","T0","PA_N",10.44766667,164821.4912,0.14,9.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.293315858,0.009172682,"307500",0.526
"205","CNPB1","400_28_1","447_28",447,28,"T90","N","P","B","400","28","PB_N",11.973,6027783.964,0.877,413.014,229.5,NA,NA,NA,NA,140.6,100.85,45.65,287.1,103.65,67.9,23,194.55,69.65,50.4,30.6,150.65,98.35,78.9,52.25,1.786,1.01141762,0.161499282,"4943333",1.211
"206","CNPB2","280_28_1","288_28",288,28,"T90","N","P","B","280","28","PB_N",13.278,2724223.634,0.428,225.842,259.7,130.65,96.35,23.65,250.65,127.15,98.15,59.15,284.45,126.05,100.05,60.1,286.2,140.1,110.35,67.75,318.2,114.1,89.95,55.65,1.952,0.518472426,0.619031134,"1073333",2.523
"207","CNPB20","280_31_1","311_31",311,31,"T90","N","P","B","280","31","PB_N",2.963,100247.5248,0.148,479.438,167.55,NA,NA,NA,NA,201.35,166.25,69.55,437.15,120.85,81.5,38.1,240.45,86.75,69.1,29.35,185.2,75.25,65.4,26.9,0.418,1.219077669,0.283538576,"36667",2.7
"208","CNPB3","400_31_1","405_31",405,31,"T90","N","P","B","400","31","PB_N",12.758,51209.69849,0.039,25.016,223.6,139.2,111.2,49.8,300.2,145.75,113.25,51.95,310.95,204.05,174.15,105.2,483.4,178.65,153.7,95.05,427.4,106.8,87.4,29.4,0.008,0.233860145,NA,"116667",0.431
"209","CNPB6","700_28_1","673_28",673,28,"T90","N","P","B","700","28","PB_N",11.874,3951826.17,0.442,136.612,242.3,153.6,126.6,64,344.2,133.55,112.55,68.15,314.25,125.2,99.45,66.6,291.25,166,134.95,90.65,391.6,112.05,84.85,45.4,0.834,0.49858375,0.294088286,"4426667",0.884
"210","CNPB7","2800_31_1","3309_31",3309,31,"T90","N","P","B","2800","31","PB_N",11.55,615739.8055,0.292,21.711,262.7,139.7,112.15,47.55,299.4,180.05,141.2,70.05,391.3,205.5,167.15,95.85,468.5,198.65,162.9,88.95,450.5,132.5,97.95,32.25,-0.993,0.331385947,0.041794518,"1270000",0.476
"211","CNPB8","2800_28_1","3285_28",3285,28,"T90","N","P","B","2800","28","PB_N",10.855,2042992.261,0.737,141.359,338,132.35,104.3,58.8,295.45,111.45,91.95,69.55,272.95,112.05,86.85,59.5,258.4,111.55,92.45,62.4,266.4,145.3,120.75,71.95,1.505,0.788014694,0.269548423,"1760000",1.152
"212","CNPB9","400_28","447_28",447,28,"T0","N","P","B","T0","T0","PB_N",11.17033333,2453373.519,0.47,5.652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.450948388,0.046290774,"3383333",0.716
"213","CNPC10","400_28","447_28",447,28,"T0","N","P","C","T0","T0","PC_N",10.55266667,3215869.606,0.32,9.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.120939875,0.054434134,"6060000",0.521
"214","CNPC6","700_28_2","673_28",673,28,"T90","N","P","C","700","28","PC_N",9.106,28699.02628,0.078,16.562,531.35,154.4,113.85,29.85,298.1,120.05,86.4,38.6,245.05,114.35,80.05,29.55,223.95,145.75,107.3,35.1,288.15,218,196.1,117.25,-0.78,0.370762133,0.007215866,"46667",0.604
"215","CNPC8","2800_28_2","3285_28",3285,28,"T90","N","P","C","2800","28","PC_N",8.709,574402.9394,0.048,13.148,265,145.25,104.9,25.55,275.7,114.3,82.4,30.25,226.95,120.1,83.3,28.75,232.15,122,89.1,33.2,244.3,131.75,100.85,32.4,-1.068,0.212983282,0.017701608,"893333",0.632
"216","CNPD1","280_31_2","311_31",311,31,"T90","N","P","D","280","31","PD_N",11.375,87826.7495,0.401,63.979,526.2,98.95,66.6,14.1,179.65,86.7,55.6,16.5,158.8,100.15,65.8,19.6,185.55,147.9,107,31.4,286.3,222,195,109.2,0.855,0.920766196,0.031026618,"123333",0.703
"217","CNPD2","280_28_2","288_28",288,28,"T90","N","P","D","280","28","PD_N",9.539,3054305.284,0.598,187.518,133.75,103.8,68,7.45,179.25,93.5,63.45,21.3,178.25,93.65,64.15,25.4,183.2,53.85,34.75,26.95,115.55,66.95,41.9,24.9,2.606,1.262855208,0.08169322,"5202500",0.577
"218","CNPD2","280_28_2","288_28",288,28,"T90","N","P","D","280","28","PD_N",9.539,3054305.284,0.598,187.518,133.75,103.8,68,7.45,179.25,93.5,63.45,21.3,178.25,93.65,64.15,25.4,183.2,53.85,34.75,26.95,115.55,66.95,41.9,24.9,2.606,0.12086744,0.08169322,"5202500",0.577
"219","CNPD3","400_31_2","405_31",405,31,"T90","N","P","D","400","31","PD_N",10.293,1820330.969,0.64,76.836,265.6,97,61.45,15.45,173.9,90.2,58.2,17.65,166.05,185.4,144.8,49.5,379.7,122,84.15,15.15,221.3,137.85,103.6,24.15,0.453,0.797130708,0.301924947,"1283333",1.409
"220","CNPD5","700_31_2","701_31",701,31,"T90","N","P","D","700","31","PD_N",9.488,932513.6132,0.22,45.65,321.45,129.85,90.35,11.25,231.45,107.9,74.45,14.85,197.2,124.6,86.15,22.5,233.25,165.4,129.6,35.15,330.15,165.95,126.9,28.6,0.19,0.312522409,0.178312921,"1580000",0.58
"221","CNPD6","700_28_2","673_28",673,28,"T90","N","P","D","700","28","PD_N",9.298,1318993.332,0.269,67.141,165.25,130.75,91.3,21.6,243.65,85.6,54.85,13.65,154.1,89.85,59.9,22.35,172.1,83.85,58.25,37.6,179.7,90.35,53.15,21.75,0.779,0.245807422,0.017940048,"2190000",0.592
"222","CNPD7","2800_31_2","3309_31",3309,31,"T90","N","P","D","2800","31","PD_N",9.259,866904.2733,0.369,17.992,378.6,108.6,69.05,7.6,185.25,99.1,68.25,16.9,184.25,127.65,93.4,26.05,247.1,148.5,112.4,34.35,295.25,178.35,147.25,53,-0.35,0.488414587,0.096026682,"1433333",0.594
"223","CNPD8","2800_28_2","3285_28",3285,28,"T90","N","P","D","2800","28","PD_N",10.323,1719655.139,0.371,146.77,179.65,NA,NA,NA,NA,77.55,50.9,19.15,147.6,124.15,86.2,33.75,244.1,91.05,61.9,26,178.95,96.65,66.95,16.05,0.426,1.025642993,0.063956427,"3170000",0.533
"224","CNPD9","400_28","447_28",447,28,"T0","N","P","D","T0","T0","PD_N",7.814333333,2357718.722,0.501,81.236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.024084037,0.108692725,"3290000",0.704
"225","CNPE1","280_31_3","311_31",311,31,"T90","N","P","E","280","31","PE_N",9.047,85919.76892,0.111,49.426,394.85,91.6,59.9,6.25,157.75,111.8,77.8,24.25,213.85,113.9,78.3,29.25,221.45,126.15,93.95,33.3,253.4,177.3,146.95,70.6,0.297,0.39495021,0.393104129,"73333",1.161
"226","CNPE10","400_28","447_28",447,28,"T0","N","P","E","T0","T0","PE_N",10.709,1908612.693,0.479,119.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.103422649,0.175477048,"2376667",0.794
"227","CNPE12","2800_31_3","3309_31",3309,31,"T90","N","P","E","2800","31","PE_N",10.657,240694.401,0.287,24.354,298.3,160.15,116.2,45.8,322.15,139.65,109.25,41.9,290.8,146.35,113.25,52.35,311.95,153.85,125,58.55,337.4,134.25,110.3,53.75,-0.212,0.550122172,0.038722962,"316667",0.751
"228","CNPE2","280_28_3","288_28",288,28,"T90","N","P","E","280","28","PE_N",9.957,5641245.397,1.066,572.4,112,99.9,72.6,14.25,186.75,97.85,69.45,37.55,204.85,89.15,65.45,42.6,197.2,64.55,44.5,31,140.05,53.1,37.1,21.8,1.949,2.112518877,0.472568018,"4130000",1.356
"229","CNPE3","400_31_3","405_31",405,31,"T90","N","P","E","400","31","PE_N",9.791,7626.310772,0.166,2.096,367.9,125.2,93.75,29.4,248.35,125.65,91.5,37.1,254.25,195.65,161.55,91.05,448.25,198,172.3,104.3,474.6,157.25,135.75,74.9,-1.699,0.17680017,0.100143093,"13333",0.562
"230","CNPE5","700_31_3","701_31",701,31,"T90","N","P","E","700","31","PE_N",9.326,28023.11907,0.116,10.869,351.9,125.3,88.65,25,238.95,100.2,73.55,27.5,201.25,114.7,80.35,30.4,225.45,153.5,116.15,54.55,324.2,153.15,131.4,67.35,-0.416,0.200776343,0.026126321,"46667",0.59
"231","CNPE6","700_28_3","673_28",673,28,"T90","N","P","E","700","28","PE_N",9.914,4679891.067,0.408,154.235,144.9,151.4,112.65,33.35,297.4,120.45,92.55,43.4,256.4,134.2,97.5,25.45,257.15,91,67.25,44.55,202.8,66.75,48.25,29.9,1.464,0.814602062,0.123446606,"7030000",0.656
"232","CNPE8","2800_28_3","3285_28",3285,28,"T90","N","P","E","2800","28","PE_N",9.476,720161.4605,0.488,74.948,171.95,150.45,115.2,38.7,304.35,114.55,85.05,45.1,244.7,117,83.55,42.85,243.4,73.9,50.2,31.85,155.95,88.2,57.35,26.4,-0.04,0.587598314,0.316867231,"842500",0.844
"233","CNPF1","280_31_3","311_31",311,31,"T90","N","P","F","280","31","PF_N",10.141,18407.85226,0.123,132.463,236.9,137,101.5,29.35,267.85,126.9,97.55,37.9,262.35,143.75,108.5,36.7,288.95,211,174.3,81.55,466.85,118.25,92.85,25.8,0.447,0.384740395,0.054272483,"33333",0.542
"234","CNPF15","400_28","447_28",447,28,"T0","N","P","F","T0","T0","PF_N",9.076,2394006.17,0.427,117.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.324968812,0.048705236,"3880000",0.606
"235","CNPF2","280_28_3","288_28",288,28,"T90","N","P","F","280","28","PF_N",12.097,1961837.32,0.713,272.52,134.45,129,99.45,25.85,254.3,127.5,96.95,38.95,263.4,119,81.6,35.6,236.2,90.1,63.05,33.2,186.35,69.8,47.25,17.4,2.526,0.893221343,0.469630998,"1465000",1.323
"236","CNPF6","700_28_3","673_28",673,28,"T90","N","P","F","700","28","PF_N",9.59,3818282.934,0.707,188.343,141.95,118.65,86.2,17.3,222.15,122.2,91.05,35.55,248.8,110.45,77.85,32.75,221.05,96.7,67,29.3,193,76,51.05,14.9,1.264,0.687502693,0.419912088,"3156667",1.199
"237","CNPF8","2800_28_3","3285_28",3285,28,"T90","N","P","F","2800","28","PF_N",13.066,1321363.88,0.563,72.61,217.25,165,136.3,62.7,364,151.2,123.35,62.15,336.7,164.3,133.35,72.55,370.2,140.15,108.05,43.6,291.8,106.6,80.35,30.3,0.709,0.584115589,0.357733665,"1182500",1.11
"238","CNSA1","280_31_1","311_31",311,31,"T90","N","S","A","280","31","SA_N",9.448,2875780.561,0.503,163.141,82.3,139.8,87.6,20.8,248.2,88.8,46.8,15.2,150.8,65.4,33.8,12.1,111.3,69.5,35.6,15.2,120.3,44.9,24.3,13.1,0.874,0.838577479,0.652615922,"2563333",1.111
"239","CNSA17","400_28_1","447_28",447,28,"T90","N","S","A","400","28","SA_N",6.707,3262027.833,0.509,98.313,87.5,NA,NA,NA,NA,120.4,78.8,37.1,236.3,98.2,52.4,17.5,168.1,52.6,27.7,16,96.3,51.1,26.3,10.1,0.325,0.791961735,0.204495442,"3906667",0.82
"240","CNSA18","2800_31_1","3309_31",3309,31,"T90","N","S","A","2800","31","SA_N",8.888,533433.3396,0.319,18.545,173.1,122.6,72.2,18.9,213.7,124.4,84.3,44,252.7,135,88.7,41,264.7,101.5,61.2,31.9,194.6,93.6,54.2,25.3,-0.048,0.6576292,0.155701026,"846667",0.619
"241","CNSA5","700_31_1","701_31",701,31,"T90","N","S","A","700","31","SA_N",8.813,2413117.482,0.392,116.805,132,136.4,81.1,28.6,246.1,116.9,72.2,37.7,226.8,112.8,70.1,35.9,218.8,84.5,49.2,20.3,154,70.5,41.7,19.8,0.686,1.128466733,0.008701362,"3797500",0.624
"242","CNSA6","700_28_1","673_28",673,28,"T90","N","S","A","700","28","SA_N",7.59,1706807.202,0.456,48.75,93,112.4,59.7,17.5,189.6,77.8,40.9,22.3,141,94,55.1,33.5,182.6,85.5,52.7,30,168.2,53,27.9,12.1,0.551,0.827042626,0.21183664,"2313333",0.725
"243","CNSA7","2800_28_1","3285_28",3285,28,"T90","N","S","A","2800","28","SA_N",7.103,1119474.425,0.405,46.658,138.6,NA,NA,NA,NA,94.1,53.3,23,170.4,102.4,68.1,37.1,207.6,79.2,46,23.7,148.9,76.5,44.3,17.8,-0.204,0.558643827,0.205334835,"1420000",0.774
"244","CNSB1","280_31_1","311_31",311,31,"T90","N","S","B","280","31","SB_N",11.196,1052282.133,0.28,61.243,67.4,98.8,50.8,11,160.6,62.2,32.3,12,106.5,54.9,26.6,8.3,89.8,52.8,27.1,14.5,94.4,37.2,19.7,10.5,1.308,1.02575519,0.344775568,"630000",1.652
"245","CNSB15","400_28","447_28",447,28,"T0","N","S","B","T0","T0","SB_N",10.22766667,2233451.749,0.693,66.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.484708171,0.004674107,"2155000",1.027
"246","CNSB16","400_31_3","405_31",405,31,"T90","N","S","B","400","31","SB_N",11.49,2949200.731,0.471,116.605,103.3,NA,NA,NA,NA,94.6,50.3,19,163.9,100.4,54.3,18.2,172.9,48.4,28.2,18.9,95.5,57,30.7,15.6,1.24,0.357386757,0.362069503,"2586667",1.131
"247","CNSB2","280_28_1","288_28",288,28,"T90","N","S","B","280","28","SB_N",10.862,4493033.818,0.697,190.503,68.1,97.3,43.5,1.9,142.7,80,39.3,13.1,132.4,95.2,50,20.4,165.6,56.8,29.2,18,104,35.8,19.6,12.7,1.637,1.972291781,0.32296214,"4033333",1.105
"248","CNSB20","2800_31_1","3309_31",3309,31,"T90","N","S","B","2800","31","SB_N",6.394,1159585.006,0.352,42.512,178,79,38.9,7.2,125.1,105.3,58.8,19.2,183.3,89.6,49.2,23.6,162.4,86.9,50.1,25.2,162.2,96.8,58.5,22.7,0.799,0.927373259,0.514110177,"1123333",1.017
"249","CNSB3","400_31_1","405_31",405,31,"T90","N","S","B","400","31","SB_N",11.577,2492830.406,0.31,106.64,100.7,109.5,59.8,9.9,179.2,78.8,39.6,15.6,134,116.3,67.1,25.8,209.2,59.9,30.9,15.8,106.6,55.1,30.1,15.5,1.014,0.39163738,0.138315523,"5153333",0.475
"250","CNSB5","700_31_1","701_31",701,31,"T90","N","S","B","700","31","SB_N",11.107,1890642.819,0.379,67.256,89.6,135.8,80.7,26.9,243.4,58.1,31.5,11.5,101.1,57,30.1,15.6,102.7,67.8,36.1,16.2,120.1,50.2,27.1,12.3,1.105,0.603406392,0.255067571,"3750000",0.495
"251","CNSB6","700_28_1","673_28",673,28,"T90","N","S","B","700","28","SB_N",10.674,1782024.858,0.363,87.401,77.8,84.6,39.1,5.6,129.3,86.8,44.2,14,145,69.9,34.5,12.2,116.6,68.7,37.1,19.2,125,44.2,22.3,11.3,0.953,0.845282288,0.170443855,"3396667",0.515
"252","CNSB7","400_28_1","447_28",447,28,"T90","N","S","B","400","28","SB_N",12.183,3231299.59,0.325,100.322,73.9,NA,NA,NA,NA,89.5,45,13.9,148.4,73.3,37.8,17.5,128.6,44.1,22.3,12.4,78.8,40.1,21.3,12.5,1.232,1.194631766,0.181929689,"7030000",0.451
"253","CNSB7","400_28_1","447_28",447,28,"T90","N","S","B","400","28","SB_N",12.183,3231299.59,0.325,100.322,73.9,NA,NA,NA,NA,89.5,45,13.9,148.4,73.3,37.8,17.5,128.6,44.1,22.3,12.4,78.8,40.1,21.3,12.5,1.232,1.194631766,0.181929689,"7030000",0.451
"254","CNSB8","2800_28_1","3285_28",3285,28,"T90","N","S","B","2800","28","SB_N",9.859,2631897.484,0.659,67.236,125.4,133.1,78.2,32.1,243.4,116.7,67.2,34.1,218,115.2,66.7,30.5,212.4,83.6,47.9,27.6,159.1,68.8,38.9,17.7,0.695,1.503640982,0.436669426,"3203333",0.811
"255","CNSC3","400_31_2","405_31",405,31,"T90","N","S","C","400","31","SC_N",7.851,1200696.302,0.271,42.438,122.4,125.8,75.3,20,221.1,83.8,45.3,21,150.1,85.3,44,13.3,142.6,63.6,31.4,11.1,106.1,69.9,38.6,13.9,0.938,0.371809518,0.175636759,"1683333",0.701
