"","X1","coral","tank","treat","pco2","temp","T0_T90","reef","species","col","fpco2","ftemp","colony","SA","den","pro","chla","sum_bw5","red_bw1","green_bw1","blue_bw1","sum_bw1","red_bw2","green_bw2","blue_bw2","sum_bw2","red_bw3","green_bw3","blue_bw3","sum_bw3","red_bw4","green_bw4","blue_bw4","sum_bw4","red_bw5","green_bw5","blue_bw5","rate","carb(mg/cm2)_avg","lipid(mg/cm2)_avg"
"169",169,"CNAF1","280_31_3","311_31",311,31,"T90","N","A","F","280",31,"AF_N",13.161,8017031.122,0.284,201.193,120.3,98.3,64.2,0.3,162.8,62.3,39.7,8.3,110.3,90.1,63.7,10.4,164.2,95.2,60.5,9.6,165.3,72.4,42.3,5.6,1.286,1.05687859085798,0.330631771
"170",170,"CNAF10","400_28_3","447_28",447,28,"T90","N","A","F","400",28,"AF_N",7.282,4028885.328,0.343,92.958,160.7,NA,NA,NA,NA,NA,NA,NA,NA,100.1,64.7,17.4,182.2,61.6,35.9,14.8,112.3,94.5,57.5,8.7,0.524,1.00761214094724,0.160705344
"171",171,"CNAF11","2800_28_3","3285_28",3285,28,"T90","N","A","F","2800",28,"AF_N",13.133,527336.413,0.152,15.222,423.9,148.9,114.3,14,277.2,109.2,81.8,16.7,207.7,132.3,99.2,31.4,262.9,107.2,74.2,10.4,191.8,197.4,164.2,62.3,-0.083,0.749080332440966,0.221324125
"172",172,"CNAF5","700_31_3","701_31",701,31,"T90","N","A","F","700",31,"AF_N",11.216,739174.3692,0.104,30.645,523.8,121.7,88.8,4.7,215.2,82.2,55.5,9.1,146.8,101.6,67.8,9.3,178.7,120.5,84.6,16.6,221.7,225.1,206.9,91.8,0.224,0.703101079827889,0.377226586
"173",173,"CNAF6","700_28_3","673_28",673,28,"T90","N","A","F","700",28,"AF_N",12.997,6973506.707,0.275,42.636,392.1,146.1,110.6,14.8,271.5,95.9,68.6,6.1,170.6,62.3,38.9,9.5,110.7,118.4,85.4,30.6,234.4,192.4,155.8,43.9,0.655,0.859401709881768,0.249904944
"174",174,"CNAF7","2800_31_3","3309_31",3309,31,"T90","N","A","F","2800",31,"AF_N",10.895,2003686.819,0.028,23.339,290,166.7,132.6,9.6,308.9,117.8,88.4,11.4,217.6,172.8,153.5,63.1,389.4,182.2,162.6,70.4,415.2,124.9,115.4,49.7,-0.713,0.255677324606634,0.119462545
"175",175,"CNPA1","400_28_1","447_28",447,28,"T90","N","P","A","400",28,"PA_N",9.378,696737.0441,0.116,62.642,174,NA,NA,NA,NA,195.6,160.7,75.05,431.35,200.75,169.45,84.05,454.25,120.6,82.4,22.4,225.4,98.75,58.4,16.85,0.192,0.3927440164925,0.357290237
"176",176,"CNPA13","700_28_1","673_28",673,28,"T90","N","P","A","700",28,"PA_N",10.623,1419767.807,0.104,54.638,216.9,179,134.85,18.05,331.9,147.3,104.25,12.9,264.45,134.65,93.6,15.1,243.35,148.7,107.65,27.45,283.8,123,80.85,13.05,-0.073,0.532566012090545,0.449720915
"177",177,"CNPA2","280_28_1","288_28",288,28,"T90","N","P","A","280",28,"PA_N",10.66,6183771.107,0.938,111.862,52.88333333,118.85,81.55,5,205.4,132.6,96,23.9,252.5,105.85,71.55,17,194.4,79.3,46.55,11.95,137.8,87.8,52.85,18,2.261,0.893105259537211,0.574093148
"178",178,"CNPA6","2800_28_1","3285_28",3285,28,"T90","N","P","A","2800",28,"PA_N",13.452,1727072.234,0.357,104.812,162.6,178.85,144.3,41.4,364.55,122.65,86.75,18.8,228.2,122.9,84.25,19.75,226.9,107.45,70.65,26.55,204.65,88.9,57.4,16.3,0.097,0.52377882653357,0.177114818
"179",179,"CNPB1","400_28_1","447_28",447,28,"T90","N","P","B","400",28,"PB_N",11.973,6027783.964,0.877,413.014,229.5,NA,NA,NA,NA,140.6,100.85,45.65,287.1,103.65,67.9,23,194.55,69.65,50.4,30.6,150.65,98.35,78.9,52.25,1.786,1.01141762027044,0.161499282
"180",180,"CNPB2","280_28_1","288_28",288,28,"T90","N","P","B","280",28,"PB_N",13.278,2724223.634,0.428,225.842,259.7,130.65,96.35,23.65,250.65,127.15,98.15,59.15,284.45,126.05,100.05,60.1,286.2,140.1,110.35,67.75,318.2,114.1,89.95,55.65,1.952,0.518472426124451,0.619031134
"181",181,"CNPB20","280_31_1","311_31",311,31,"T90","N","P","B","280",31,"PB_N",2.963,100247.5248,0.148,479.438,167.55,NA,NA,NA,NA,201.35,166.25,69.55,437.15,120.85,81.5,38.1,240.45,86.75,69.1,29.35,185.2,75.25,65.4,26.9,0.418,1.21907766862972,0.283538576
"182",182,"CNPB3","400_31_1","405_31",405,31,"T90","N","P","B","400",31,"PB_N",12.758,51209.69849,0.039,25.016,223.6,139.2,111.2,49.8,300.2,145.75,113.25,51.95,310.95,204.05,174.15,105.2,483.4,178.65,153.7,95.05,427.4,106.8,87.4,29.4,0.008,0.233860145137691,NA
"183",183,"CNPB5","700_31_1","701_31",701,31,"T90","N","P","B","700",31,"PB_N",13.166,26734.85405,0.325,26.105,421.45,162.2,131.55,53.9,347.65,141.2,110.05,44.75,296,132.3,99.75,53.6,285.65,176.95,141.75,64.95,383.65,193.15,156.15,72.15,0.208,0.228326154137656,0.030172507
"184",184,"CNPB6","700_28_1","673_28",673,28,"T90","N","P","B","700",28,"PB_N",11.874,3951826.17,0.442,136.612,242.3,153.6,126.6,64,344.2,133.55,112.55,68.15,314.25,125.2,99.45,66.6,291.25,166,134.95,90.65,391.6,112.05,84.85,45.4,0.834,0.498583749614389,0.294088286
"185",185,"CNPB7","2800_31_1","3309_31",3309,31,"T90","N","P","B","2800",31,"PB_N",11.55,615739.8055,0.292,21.711,262.7,139.7,112.15,47.55,299.4,180.05,141.2,70.05,391.3,205.5,167.15,95.85,468.5,198.65,162.9,88.95,450.5,132.5,97.95,32.25,-0.993,0.331385947398743,0.041794518
"186",186,"CNPB8","2800_28_1","3285_28",3285,28,"T90","N","P","B","2800",28,"PB_N",10.855,2042992.261,0.737,141.359,338,132.35,104.3,58.8,295.45,111.45,91.95,69.55,272.95,112.05,86.85,59.5,258.4,111.55,92.45,62.4,266.4,145.3,120.75,71.95,1.505,0.788014693898779,0.269548423
"187",187,"CNPC6","700_28_2","673_28",673,28,"T90","N","P","C","700",28,"PC_N",9.106,28699.02628,0.078,16.562,531.35,154.4,113.85,29.85,298.1,120.05,86.4,38.6,245.05,114.35,80.05,29.55,223.95,145.75,107.3,35.1,288.15,218,196.1,117.25,-0.78,0.370762133208873,0.007215866
"188",188,"CNPC8","2800_28_2","3285_28",3285,28,"T90","N","P","C","2800",28,"PC_N",8.709,574402.9394,0.048,13.148,265,145.25,104.9,25.55,275.7,114.3,82.4,30.25,226.95,120.1,83.3,28.75,232.15,122,89.1,33.2,244.3,131.75,100.85,32.4,-1.068,0.2129832815452,0.017701608
"189",189,"CNPD1","280_31_2","311_31",311,31,"T90","N","P","D","280",31,"PD_N",11.375,87826.7495,0.401,63.979,526.2,98.95,66.6,14.1,179.65,86.7,55.6,16.5,158.8,100.15,65.8,19.6,185.55,147.9,107,31.4,286.3,222,195,109.2,0.855,0.920766195955701,0.031026618
"190",190,"CNPD2","280_28_2","288_28",288,28,"T90","N","P","D","280",28,"PD_N",9.539,3054305.284,0.598,187.518,133.75,103.8,68,7.45,179.25,93.5,63.45,21.3,178.25,93.65,64.15,25.4,183.2,53.85,34.75,26.95,115.55,66.95,41.9,24.9,2.606,1.26285520753205,0.08169322
"191",191,"CNPD2","280_28_2","288_28",288,28,"T90","N","P","D","280",28,"PD_N",9.539,3054305.284,0.598,187.518,133.75,103.8,68,7.45,179.25,93.5,63.45,21.3,178.25,93.65,64.15,25.4,183.2,53.85,34.75,26.95,115.55,66.95,41.9,24.9,2.606,0.120867439540087,0.08169322
"192",192,"CNPD3","400_31_2","405_31",405,31,"T90","N","P","D","400",31,"PD_N",10.293,1820330.969,0.64,76.836,265.6,97,61.45,15.45,173.9,90.2,58.2,17.65,166.05,185.4,144.8,49.5,379.7,122,84.15,15.15,221.3,137.85,103.6,24.15,0.453,0.797130707600635,0.301924947
"193",193,"CNPD5","700_31_2","701_31",701,31,"T90","N","P","D","700",31,"PD_N",9.488,932513.6132,0.22,45.65,321.45,129.85,90.35,11.25,231.45,107.9,74.45,14.85,197.2,124.6,86.15,22.5,233.25,165.4,129.6,35.15,330.15,165.95,126.9,28.6,0.19,0.31252240858291,0.178312921
"194",194,"CNPD6","700_28_2","673_28",673,28,"T90","N","P","D","700",28,"PD_N",9.298,1318993.332,0.269,67.141,165.25,130.75,91.3,21.6,243.65,85.6,54.85,13.65,154.1,89.85,59.9,22.35,172.1,83.85,58.25,37.6,179.7,90.35,53.15,21.75,0.779,0.245807422026242,0.017940048
"195",195,"CNPD7","2800_31_2","3309_31",3309,31,"T90","N","P","D","2800",31,"PD_N",9.259,866904.2733,0.369,17.992,378.6,108.6,69.05,7.6,185.25,99.1,68.25,16.9,184.25,127.65,93.4,26.05,247.1,148.5,112.4,34.35,295.25,178.35,147.25,53,-0.35,0.488414587068438,0.096026682
"196",196,"CNPD8","2800_28_2","3285_28",3285,28,"T90","N","P","D","2800",28,"PD_N",10.323,1719655.139,0.371,146.77,179.65,NA,NA,NA,NA,77.55,50.9,19.15,147.6,124.15,86.2,33.75,244.1,91.05,61.9,26,178.95,96.65,66.95,16.05,0.426,1.02564299250864,0.063956427
"197",197,"CNPE1","280_31_3","311_31",311,31,"T90","N","P","E","280",31,"PE_N",9.047,85919.76892,0.111,49.426,394.85,91.6,59.9,6.25,157.75,111.8,77.8,24.25,213.85,113.9,78.3,29.25,221.45,126.15,93.95,33.3,253.4,177.3,146.95,70.6,0.297,0.394950210009727,0.393104129
"198",198,"CNPE12","2800_31_3","3309_31",3309,31,"T90","N","P","E","2800",31,"PE_N",10.657,240694.401,0.287,24.354,298.3,160.15,116.2,45.8,322.15,139.65,109.25,41.9,290.8,146.35,113.25,52.35,311.95,153.85,125,58.55,337.4,134.25,110.3,53.75,-0.212,0.55012217186421,0.038722962
"199",199,"CNPE2","280_28_3","288_28",288,28,"T90","N","P","E","280",28,"PE_N",9.957,5641245.397,1.066,572.4,112,99.9,72.6,14.25,186.75,97.85,69.45,37.55,204.85,89.15,65.45,42.6,197.2,64.55,44.5,31,140.05,53.1,37.1,21.8,1.949,2.11251887739831,0.472568018
"200",200,"CNPE3","400_31_3","405_31",405,31,"T90","N","P","E","400",31,"PE_N",9.791,7626.310772,0.166,2.096,367.9,125.2,93.75,29.4,248.35,125.65,91.5,37.1,254.25,195.65,161.55,91.05,448.25,198,172.3,104.3,474.6,157.25,135.75,74.9,-1.699,0.176800170224132,0.100143093
"201",201,"CNPE5","700_31_3","701_31",701,31,"T90","N","P","E","700",31,"PE_N",9.326,28023.11907,0.116,10.869,351.9,125.3,88.65,25,238.95,100.2,73.55,27.5,201.25,114.7,80.35,30.4,225.45,153.5,116.15,54.55,324.2,153.15,131.4,67.35,-0.416,0.200776343168856,0.026126321
"202",202,"CNPE6","700_28_3","673_28",673,28,"T90","N","P","E","700",28,"PE_N",9.914,4679891.067,0.408,154.235,144.9,151.4,112.65,33.35,297.4,120.45,92.55,43.4,256.4,134.2,97.5,25.45,257.15,91,67.25,44.55,202.8,66.75,48.25,29.9,1.464,0.814602061520849,0.123446606
"203",203,"CNPE8","2800_28_3","3285_28",3285,28,"T90","N","P","E","2800",28,"PE_N",9.476,720161.4605,0.488,74.948,171.95,150.45,115.2,38.7,304.35,114.55,85.05,45.1,244.7,117,83.55,42.85,243.4,73.9,50.2,31.85,155.95,88.2,57.35,26.4,-0.04,0.587598314337977,0.316867231
"204",204,"CNPF1","280_31_3","311_31",311,31,"T90","N","P","F","280",31,"PF_N",10.141,18407.85226,0.123,132.463,236.9,137,101.5,29.35,267.85,126.9,97.55,37.9,262.35,143.75,108.5,36.7,288.95,211,174.3,81.55,466.85,118.25,92.85,25.8,0.447,0.384740395427785,0.054272483
"205",205,"CNPF2","280_28_3","288_28",288,28,"T90","N","P","F","280",28,"PF_N",12.097,1961837.32,0.713,272.52,134.45,129,99.45,25.85,254.3,127.5,96.95,38.95,263.4,119,81.6,35.6,236.2,90.1,63.05,33.2,186.35,69.8,47.25,17.4,2.526,0.893221342690737,0.469630998
"206",206,"CNPF6","700_28_3","673_28",673,28,"T90","N","P","F","700",28,"PF_N",9.59,3818282.934,0.707,188.343,141.95,118.65,86.2,17.3,222.15,122.2,91.05,35.55,248.8,110.45,77.85,32.75,221.05,96.7,67,29.3,193,76,51.05,14.9,1.264,0.687502693256865,0.419912088
"207",207,"CNPF8","2800_28_3","3285_28",3285,28,"T90","N","P","F","2800",28,"PF_N",13.066,1321363.88,0.563,72.61,217.25,165,136.3,62.7,364,151.2,123.35,62.15,336.7,164.3,133.35,72.55,370.2,140.15,108.05,43.6,291.8,106.6,80.35,30.3,0.709,0.584115588671552,0.357733665
"208",208,"CNSA1","280_31_1","311_31",311,31,"T90","N","S","A","280",31,"SA_N",9.448,2875780.561,0.503,163.141,82.3,139.8,87.6,20.8,248.2,88.8,46.8,15.2,150.8,65.4,33.8,12.1,111.3,69.5,35.6,15.2,120.3,44.9,24.3,13.1,0.874,0.838577478773631,0.652615922
"209",209,"CNSA17","400_28_1","447_28",447,28,"T90","N","S","A","400",28,"SA_N",6.707,3262027.833,0.509,98.313,87.5,NA,NA,NA,NA,120.4,78.8,37.1,236.3,98.2,52.4,17.5,168.1,52.6,27.7,16,96.3,51.1,26.3,10.1,0.325,0.791961735050101,0.204495442
"210",210,"CNSA18","2800_31_1","3309_31",3309,31,"T90","N","S","A","2800",31,"SA_N",8.888,533433.3396,0.319,18.545,173.1,122.6,72.2,18.9,213.7,124.4,84.3,44,252.7,135,88.7,41,264.7,101.5,61.2,31.9,194.6,93.6,54.2,25.3,-0.048,0.657629199912156,0.155701026
"211",211,"CNSA5","700_31_1","701_31",701,31,"T90","N","S","A","700",31,"SA_N",8.813,2413117.482,0.392,116.805,132,136.4,81.1,28.6,246.1,116.9,72.2,37.7,226.8,112.8,70.1,35.9,218.8,84.5,49.2,20.3,154,70.5,41.7,19.8,0.686,1.12846673344699,0.008701362
"212",212,"CNSA6","700_28_1","673_28",673,28,"T90","N","S","A","700",28,"SA_N",7.59,1706807.202,0.456,48.75,93,112.4,59.7,17.5,189.6,77.8,40.9,22.3,141,94,55.1,33.5,182.6,85.5,52.7,30,168.2,53,27.9,12.1,0.551,0.827042625603865,0.21183664
"213",213,"CNSA7","2800_28_1","3285_28",3285,28,"T90","N","S","A","2800",28,"SA_N",7.103,1119474.425,0.405,46.658,138.6,NA,NA,NA,NA,94.1,53.3,23,170.4,102.4,68.1,37.1,207.6,79.2,46,23.7,148.9,76.5,44.3,17.8,-0.204,0.558643826868073,0.205334835
"214",214,"CNSB1","280_31_1","311_31",311,31,"T90","N","S","B","280",31,"SB_N",11.196,1052282.133,0.28,61.243,67.4,98.8,50.8,11,160.6,62.2,32.3,12,106.5,54.9,26.6,8.3,89.8,52.8,27.1,14.5,94.4,37.2,19.7,10.5,1.308,1.02575519024451,0.344775568
"215",215,"CNSB16","400_31_3","405_31",405,31,"T90","N","S","B","400",31,"SB_N",11.49,2949200.731,0.471,116.605,103.3,NA,NA,NA,NA,94.6,50.3,19,163.9,100.4,54.3,18.2,172.9,48.4,28.2,18.9,95.5,57,30.7,15.6,1.24,0.357386756692278,0.362069503
"216",216,"CNSB2","280_28_1","288_28",288,28,"T90","N","S","B","280",28,"SB_N",10.862,4493033.818,0.697,190.503,68.1,97.3,43.5,1.9,142.7,80,39.3,13.1,132.4,95.2,50,20.4,165.6,56.8,29.2,18,104,35.8,19.6,12.7,1.637,1.97229178051924,0.32296214
"217",217,"CNSB20","2800_31_1","3309_31",3309,31,"T90","N","S","B","2800",31,"SB_N",6.394,1159585.006,0.352,42.512,178,79,38.9,7.2,125.1,105.3,58.8,19.2,183.3,89.6,49.2,23.6,162.4,86.9,50.1,25.2,162.2,96.8,58.5,22.7,0.799,0.92737325864515,0.514110177
"218",218,"CNSB3","400_31_1","405_31",405,31,"T90","N","S","B","400",31,"SB_N",11.577,2492830.406,0.31,106.64,100.7,109.5,59.8,9.9,179.2,78.8,39.6,15.6,134,116.3,67.1,25.8,209.2,59.9,30.9,15.8,106.6,55.1,30.1,15.5,1.014,0.391637380250032,0.138315523
"219",219,"CNSB5","700_31_1","701_31",701,31,"T90","N","S","B","700",31,"SB_N",11.107,1890642.819,0.379,67.256,89.6,135.8,80.7,26.9,243.4,58.1,31.5,11.5,101.1,57,30.1,15.6,102.7,67.8,36.1,16.2,120.1,50.2,27.1,12.3,1.105,0.603406391604167,0.255067571
"220",220,"CNSB6","700_28_1","673_28",673,28,"T90","N","S","B","700",28,"SB_N",10.674,1782024.858,0.363,87.401,77.8,84.6,39.1,5.6,129.3,86.8,44.2,14,145,69.9,34.5,12.2,116.6,68.7,37.1,19.2,125,44.2,22.3,11.3,0.953,0.845282288270564,0.170443855
"221",221,"CNSB7","400_28_1","447_28",447,28,"T90","N","S","B","400",28,"SB_N",12.183,3231299.59,0.325,100.322,73.9,NA,NA,NA,NA,89.5,45,13.9,148.4,73.3,37.8,17.5,128.6,44.1,22.3,12.4,78.8,40.1,21.3,12.5,1.232,1.19463176600656,0.181929689
"222",222,"CNSB7","400_28_1","447_28",447,28,"T90","N","S","B","400",28,"SB_N",12.183,3231299.59,0.325,100.322,73.9,NA,NA,NA,NA,89.5,45,13.9,148.4,73.3,37.8,17.5,128.6,44.1,22.3,12.4,78.8,40.1,21.3,12.5,1.232,1.19463176600656,0.181929689
"223",223,"CNSB8","2800_28_1","3285_28",3285,28,"T90","N","S","B","2800",28,"SB_N",9.859,2631897.484,0.659,67.236,125.4,133.1,78.2,32.1,243.4,116.7,67.2,34.1,218,115.2,66.7,30.5,212.4,83.6,47.9,27.6,159.1,68.8,38.9,17.7,0.695,1.50364098182636,0.436669426
"224",224,"CNSC3","400_31_2","405_31",405,31,"T90","N","S","C","400",31,"SC_N",7.851,1200696.302,0.271,42.438,122.4,125.8,75.3,20,221.1,83.8,45.3,21,150.1,85.3,44,13.3,142.6,63.6,31.4,11.1,106.1,69.9,38.6,13.9,0.938,0.371809518108097,0.175636759
"225",225,"CNSC5","700_31_2","701_31",701,31,"T90","N","S","C","700",31,"SC_N",9.474,2312774.865,0.169,61.82,116.5,148.4,93.1,25.6,267.1,101.7,55.8,19.8,177.3,91,49.2,20.5,160.7,98.6,56.6,28.5,183.7,65.9,35.1,15.5,1.172,1.14215841048243,0.813399972
"226",226,"CNSC6","700_28_2","673_28",673,28,"T90","N","S","C","700",28,"SC_N",10.399,4939803.834,0.505,107.415,115.9,135.8,81.5,29.1,246.4,87.8,47.8,18.7,154.3,94.4,52,26.3,172.7,54.3,30.6,19.2,104.1,66.5,34.2,15.2,1.137,1.70432017635884,0.167768308
"227",227,"CNSC7","2800_31_2","3309_31",3309,31,"T90","N","S","C","2800",31,"SC_N",9.315,665807.8368,0.183,15.268,158.9,126,78.1,27.8,231.9,119.3,73.6,42.5,235.4,100.8,59.3,32.6,192.7,113.7,71.5,42,227.2,83.4,49.2,26.3,0.236,0.664523436571838,0.269563932
"228",228,"CNSC8","2800_28_2","3285_28",3285,28,"T90","N","S","C","2800",28,"SC_N",8.767,2927341.166,0.411,56.806,113.5,104.3,54.7,11.2,170.2,142,83.7,47.6,273.3,107.2,59.1,30.6,196.9,103.9,58.1,26.7,188.7,68.1,34.9,10.5,-0.236,0.996726516292156,0.400401949
"229",229,"CNSD1","280_31_2","311_31",311,31,"T90","N","S","D","280",31,"SD_N",9.161,791762.1803,0.237,65.657,84.9,103.6,54.1,9.9,167.6,90.9,50.6,21.6,163.1,80.7,44.3,20.1,145.1,78.8,44.9,21.9,145.6,48.5,24.9,11.5,0.919,0.464331364573577,0.443206965
"230",230,"CNSD1","280_31_2","311_31",311,31,"T90","N","S","D","280",31,"SD_N",9.161,791762.1803,0.237,65.657,84.9,103.6,54.1,9.9,167.6,90.9,50.6,21.6,163.1,80.7,44.3,20.1,145.1,78.8,44.9,21.9,145.6,48.5,24.9,11.5,0.919,0.464331364573577,0.443206965
"231",231,"CNSD2","280_28_2","288_28",288,28,"T90","N","S","D","280",28,"SD_N",8.986,3332705.219,0.422,163.333,71.2,121,69.6,14.9,205.5,119.8,69.9,27.6,217.3,91.1,52.6,27.5,171.2,53.9,30.6,19.7,104.2,34.3,21.4,15.5,1.627,0.956832431505502,0.167846124
"232",232,"CNSD3","400_31_2","405_31",405,31,"T90","N","S","D","400",31,"SD_N",9.112,1783736.328,0.562,38.488,159.3,112.6,68.3,26.5,207.4,84.2,45.8,22.7,152.7,103.8,56.7,22.9,183.4,71.8,38.5,18.4,128.7,89.7,51.5,18.1,0.48,1.4086685386622,0.382243094
"233",233,"CNSD5","700_31_2","701_31",701,31,"T90","N","S","D","700",31,"SD_N",10.957,2587812.966,0.38,62.097,112.7,103.7,58.6,13.4,175.7,99.2,60.2,23.1,182.5,71.4,40.4,18.2,130,85.3,47.7,25.4,158.4,61.5,34,17.2,1.214,0.927277363177269,0.189131608
"234",234,"CNSD6","700_28_2","673_28",673,28,"T90","N","S","D","700",28,"SD_N",8.568,4632172.729,0.7,143.262,66.7,158.6,105.5,35.7,299.8,92.6,50.8,22.6,166,59.6,31.9,19.8,111.3,59.2,36.1,26.2,121.5,33.5,19.6,13.6,0.978,1.18140506520838,0.338408997
"235",235,"CNSD7","2800_31_2","3309_31",3309,31,"T90","N","S","D","2800",31,"SD_N",8.368,906273.6507,0.78,33.738,241.9,NA,NA,NA,NA,93.7,53.3,26.9,173.9,92.5,54.9,28.6,176,93.1,60.1,32.4,185.6,115.1,76.3,50.5,0.301,1.23015418646605,0.53134309
"236",236,"CNSD8","2800_28_2","3285_28",3285,28,"T90","N","S","D","2800",28,"SD_N",8.356,3108425.084,0.658,58.551,145.2,97.5,51.5,7.3,156.3,80.1,42.7,20.4,143.2,77.2,42.7,23,142.9,81.1,46.3,24.7,152.1,79,45.4,20.8,0.488,1.87957021541407,0.327519389
"237",237,"CNSD9","400_28_2","447_28",447,28,"T90","N","S","D","400",28,"SD_N",8.1,2591111.111,0.617,130.546,83.6,NA,NA,NA,NA,60.2,29.8,12.7,102.7,100.7,59.3,22.7,182.7,49.3,27.1,16.4,92.8,43.4,25.3,14.9,1.231,0.633840212962963,0.798658832
"238",238,"CNSE11","280_28_3","288_28",288,28,"T90","N","S","E","280",28,"SE_N",10.4,2587224.768,0.405,11.01,96.9,99.7,54.4,5.4,159.5,125.2,67,25.1,217.3,90.4,48.3,21.7,160.4,55.9,28.9,13.6,98.4,52.2,29.2,15.5,0.658,0.912040747926705,0.154582837
"239",239,"CNSE11","280_28_3","288_28",288,28,"T90","N","S","E","280",28,"SE_N",10.4,2587224.768,0.405,11.01,96.9,99.7,54.4,5.4,159.5,125.2,67,25.1,217.3,90.4,48.3,21.7,160.4,55.9,28.9,13.6,98.4,52.2,29.2,15.5,0.658,0.912040747926705,0.154582837
"240",240,"CNSE20","400_31_3","405_31",405,31,"T90","N","S","E","400",31,"SE_N",11.112,3350071.994,0.416,109.205,85.4,NA,NA,NA,NA,135,85.4,44.7,265.1,113.9,60.6,19.3,193.8,70.7,39.5,20.5,130.7,47.9,25.7,11.8,1.508,0.944080517158627,0.238912633
"241",241,"CNSE21","400_31_3","405_31",405,31,"T90","N","S","E","400",31,"SE_N",9.522,2554820.416,0.571,84.715,88.8,NA,NA,NA,NA,141.9,89.5,47.6,279,93.1,49.2,20.8,163.1,73.5,41.8,24.7,140,47.9,26.4,14.5,1.931,0.47582975794742,0.308473686
"242",242,"CNSE21","400_31_3","405_31",405,31,"T90","N","S","E","400",31,"SE_N",9.522,2554820.416,0.571,84.715,88.8,NA,NA,NA,NA,141.9,89.5,47.6,279,93.1,49.2,20.8,163.1,73.5,41.8,24.7,140,47.9,26.4,14.5,1.931,0.47582975794742,0.308473686
"243",243,"CNSE22","400_28_3","447_28",447,28,"T90","N","S","E","400",28,"SE_N",8.415,2972352.056,0.386,129.613,77.1,NA,NA,NA,NA,104.6,56.8,18.9,180.3,101.4,58.3,19.7,179.4,44.6,25.2,15.7,85.5,40.1,22.9,14.1,2.364,0.969555110550961,0.029976578
"244",244,"CNSE23","2800_28_3","3285_28",3285,28,"T90","N","S","E","2800",28,"SE_N",10.929,2124439.564,0.432,35.942,143.3,123.7,63,22.9,209.6,NA,NA,NA,NA,88.7,51.1,22.5,162.3,64.7,34.6,16.1,115.4,79.9,46.9,16.5,0.034,1.58915652057218,0.95261644
"245",245,"CNSE5","700_31_3","701_31",701,31,"T90","N","S","E","700",31,"SE_N",10.615,58500.28261,0.224,29.57,302.4,103,53,10.9,166.9,114.7,66.5,28.2,209.4,85.2,45,22.4,152.6,134.6,77.5,39.5,251.6,148.5,99.1,54.8,0.634,0.56281397995441,0.333028367
"246",246,"CNSE7","2800_31_3","3309_31",3309,31,"T90","N","S","E","2800",31,"SE_N",12.69,280851.0638,0.311,15.615,190.2,171.3,117.9,44.9,334.1,113.1,60.8,28.7,202.6,120.9,67.6,34.6,223.1,140.6,83.6,48,272.2,95.2,52.6,42.4,0.478,0.543408786183347,0.150601436
"247",247,"CNSF13","700_28_3","673_28",673,28,"T90","N","S","F","700",28,"SF_N",8.722,3045746.388,0.441,76.602,132,164.7,109.9,52.7,327.3,94.1,51.9,22.7,168.7,97.7,55.9,24,177.6,73.6,40.6,19.9,134.1,74.4,40.1,17.5,0.934,0.855386717304899,0.202620641
"248",248,"CNSF15","2800_31_3","3309_31",3309,31,"T90","N","S","F","2800",31,"SF_N",10.255,2251576.416,0.41,46.51,128.6,126,75.1,32.3,233.4,129.2,82.6,45.6,257.4,121.6,71.2,35.7,228.5,103.5,61.6,40,205.1,68.5,37.8,22.3,1.043,1.05546418922039,0.187104234
"249",249,"CNSF20","400_28_3","447_28",447,28,"T90","N","S","F","400",28,"SF_N",6.942,3484874.676,0.636,106.6,123.5,NA,NA,NA,NA,73.2,35.5,12,120.7,82.7,44.6,20.9,148.2,40.5,22,14.8,77.3,60.3,35.9,27.3,1.999,0.628668225055219,0.450717058
"250",250,"CNSF23","280_28_3","288_28",288,28,"T90","N","S","F","280",28,"SF_N",7.566,5542274.309,1.041,201.188,123.5,NA,NA,NA,NA,124.8,67.3,25.9,218,102.5,56.2,19.9,178.6,38.8,21.2,15.2,75.2,71.4,35.7,16.4,1.445,1.6125910947873,0.615415876
"251",251,"CNSF24","280_31_3","311_31",311,31,"T90","N","S","F","280",31,"SF_N",11.243,3077529.722,0.415,104.97,102.9,NA,NA,NA,NA,100,52.3,16.3,168.6,113.5,67.8,27.8,209.1,70.9,38.1,20.8,129.8,55.1,29.1,18.7,0.398,0.974835872839396,0.172083987
"252",252,"CNSF25","2800_28_3","3285_28",3285,28,"T90","N","S","F","2800",28,"SF_N",9.462,4277188.656,0.542,69.501,123.5,117.4,61.6,23.4,202.4,100,55.5,22.9,178.4,107.2,62.1,33.1,202.4,69.8,37.2,21.4,128.4,71.4,35.7,16.4,0.508,1.35454180777331,0.201486355
"253",253,"CNTA11","400_28_1","447_28",447,28,"T90","N","T","A","400",28,"TA_N",13.82,18909.33648,0.007,13.323,165.3,NA,NA,NA,NA,102.4,62.3,30.95,195.65,111.5,68,28.9,208.4,73.8,46.6,27.7,148.1,82.1,51.1,32.1,0.2,0.058549034209406,0.110066408
"254",254,"CNTA11","400_28_1","447_28",447,28,"T90","N","T","A","400",28,"TA_N",13.82,18909.33648,0.007,13.323,165.3,NA,NA,NA,NA,102.4,62.3,30.95,195.65,111.5,68,28.9,208.4,73.8,46.6,27.7,148.1,82.1,51.1,32.1,0.2,0.058549034209406,0.110066408
